Plot,Provenance2,Tree_number,Total_height,Merchantable_height,DBH,Age,basal_area_m2
88,Sangoue,2,17.1,10.6,19.5,8,0.029864765163187975
88,Sangoue,6,16.9,10.3,19.6,8,0.030171855845076378
88,Sangoue,7,15.1,8.7,17.1,8,0.022965827695904786
88,Sangoue,4,17.1,10.4,20.3,8,0.03236547291544545
88,Sangoue,7,16.4,11.3,20.3,8,0.03236547291544545
88,Sangoue,1,15,10,14.5,8,0.01651299638543135
88,Sangoue,2,16.2,9.3,15.3,8,0.018385385606970867
88,Sangoue,6,16.1,9.5,17.9,8,0.02516494255341764
88,Sangoue,1,16.3,11.1,16.4,8,0.021124069002737764
88,Sangoue,2,16.7,10,17.6,8,0.024328493509399363
88,Sangoue,5,15.9,10,16,8,0.020106192982974676
88,Sangoue,7,15.6,9.9,16,8,0.020106192982974676
88,Sangoue,3,15.7,9.4,15.3,8,0.018385385606970867
88,Sangoue,5,17,11.2,17.7,8,0.024605739061078654
88,Sangoue,7,19.4,13.2,22.3,8,0.03905706526759171
88,Sangoue,2,19.8,12.3,23,8,0.04154756284372502
88,Sangoue,6,19,10.5,23.1,8,0.04190963139705124
89,Jimira,5,15.7,10.2,17.7,8,0.024605739061078654
89,Jimira,6,15,9,14.4,8,0.01628601631620949
89,Jimira,5,14.8,7.8,12.3,8,0.011882288814039998
90,64,1,15.3,9.9,18.9,8,0.02805520779472024
90,64,3,14,8.8,11.3,8,0.010028749148422018
90,64,5,16,8.3,17,8,0.02269800692218626
90,64,5,17.9,11,20.2,8,0.032047386659269476
91,Latene,1,18,11.3,21.2,8,0.03529893505573491
91,Latene,5,17.5,10.7,20.2,8,0.032047386659269476
91,Latene,7,18.8,11.7,14.8,8,0.017203361371057713
91,Latene,3,15.3,9.3,14.1,8,0.015614500886504666
91,Latene,6,18.4,10.2,17.5,8,0.02405281875404685
91,Latene,1,16.5,11.1,15.7,8,0.019359279329583704
91,Latene,4,15.5,8.4,15.6,8,0.019113449704440302
91,Latene,7,14.6,9.2,17.6,8,0.024328493509399363
91,Latene,3,16.1,11.5,18.2,8,0.02601552876437708
91,Latene,5,15.4,10.4,13.6,8,0.014526724430199206
91,Latene,6,15.7,9.5,14.5,8,0.01651299638543135
91,Latene,1,18,11.2,12.8,8,0.012867963509103792
91,Latene,3,15.7,10.4,16.5,8,0.021382464998495533
91,Latene,4,16.8,11,17.1,8,0.022965827695904786
91,Latene,5,16,11.1,15.4,8,0.018626502843133885
91,Latene,7,16.4,10,24.1,8,0.0456167107282872
91,Latene,4,17.9,9.6,17.3,8,0.023506181632322234
91,Latene,2,15.2,11,21.2,8,0.03529893505573491
91,Latene,5,16,9.5,18.2,8,0.02601552876437708
92,Miro 1,1,17.4,11,23.5,8,0.04337361357362408
92,Miro 1,4,15.6,10.1,19.7,8,0.030480517323291562
92,Miro 1,7,15.4,8.8,14.8,8,0.017203361371057713
92,Miro 1,6,15.5,8.1,18.1,8,0.025730429231063806
92,Miro 1,2,15,9,17.5,8,0.02405281875404685
92,Miro 1,1,16.7,9,14.5,8,0.01651299638543135
92,Miro 1,5,15.1,8.8,15.8,8,0.019606679751053898
92,Miro 1,7,16.6,10.1,16.9,8,0.022431756944794518
92,Miro 1,2,15.2,8.5,15,8,0.017671458676442587
92,Miro 1,4,17.1,10.9,22.8,8,0.04082813812605295
92,Miro 1,6,13.3,9.6,14.7,8,0.016971668912855457
92,Miro 1,1,15.3,9,19.4,8,0.029559245277626354
92,Miro 1,4,15.4,9.7,14.7,8,0.016971668912855457
92,Miro 1,2,15.9,9.6,11.1,8,0.00967689077121996
92,Miro 1,6,14.2,10,14.4,8,0.01628601631620949
92,Miro 1,7,14,8.4,14.9,8,0.017436624625586747
93,Asubima 2,3,14.9,8.7,15.2,8,0.018145839167134643
93,Asubima 2,1,19,10,23.2,8,0.04227327074670425
93,Asubima 2,3,17.4,9.6,15.4,8,0.018626502843133885
93,Asubima 2,6,18.2,10,23,8,0.04154756284372502
93,Asubima 2,2,13.3,8.5,11.3,8,0.010028749148422018
94,Miro 3,2,16.9,10.7,19.4,8,0.029559245277626354
94,Miro 3,3,17.3,11.3,18.2,8,0.02601552876437708
94,Miro 3,3,15.3,10.6,16.8,8,0.022167077763729583
94,Miro 3,4,15.5,8.6,13.9,8,0.015174677915002103
94,Miro 3,2,15.9,9.7,18.5,8,0.026880252142277666
94,Miro 3,3,16.9,10.1,15.7,8,0.019359279329583704
94,Miro 3,5,14,9.1,10.9,8,0.009331315579325082
94,Miro 3,3,15.9,10.7,19.2,8,0.028952917895483533
94,Miro 3,5,17.2,9.3,18.3,8,0.026302199094017143
94,Miro 3,1,16.9,10.7,18.2,8,0.02601552876437708
94,Miro 3,4,14.2,9,14.5,8,0.01651299638543135
94,Miro 3,7,15.6,10,15.9,8,0.01985565096885089
94,Miro 3,4,15.6,8.9,15.4,8,0.018626502843133885
94,Miro 3,7,16.9,10.1,15,8,0.017671458676442587
95,Miro 2,2,13.75,7.75,11.1,8,0.00967689077121996
95,Miro 2,3,18.5,13,25.1,8,0.04948086969220264
95,Miro 2,2,14,10.75,16.2,8,0.020611989400202632
95,Miro 2,4,15,13.25,15,8,0.017671458676442587
95,Miro 2,1,14,11.25,17.5,8,0.02405281875404685
95,Miro 2,3,13.25,8.25,19.1,8,0.028652110398902312
95,Miro 2,6,14,11.5,12.6,8,0.012468981242097889
95,Miro 2,3,14,11.5,18.6,8,0.027171634860898127
95,Miro 2,7,14.25,11.25,19.3,8,0.029255296188391556
95,Miro 2,1,15.75,12.25,12.9,8,0.013069810837096936
95,Miro 2,2,13,11.25,16.9,8,0.022431756944794518
95,Miro 2,4,16.5,12,21.1,8,0.0349667116326178
95,Miro 2,6,16,13.5,19.1,8,0.028652110398902312
95,Miro 2,7,18,13.75,21.5,8,0.036305030103047045
96,Kihuhwi,1,18.5,12.5,28.5,8,0.06379396582195773
96,Kihuhwi,4,18.5,14,27.1,8,0.057680426518072
96,Kihuhwi,5,18.25,7.75,26.8,8,0.056410437687858334
96,Kihuhwi,7,18,13.25,27.5,8,0.05939573610693204
96,Kihuhwi,6,18,12.5,22.1,8,0.038359631698494774
96,Kihuhwi,7,18.25,12,22.2,8,0.03870756308487984
96,Kihuhwi,1,14,11.5,20.1,8,0.031730871199420314
96,Kihuhwi,2,18,13.5,22.5,8,0.03976078202199582
96,Kihuhwi,3,18.5,13,19.5,8,0.029864765163187975
96,Kihuhwi,4,19.25,13.5,20.5,8,0.03300635781677776
96,Kihuhwi,5,18.75,15,22.5,8,0.03976078202199582
96,Kihuhwi,7,19.5,14.25,26.5,8,0.05515458602458581
96,Kihuhwi,1,19,14.5,21.5,8,0.036305030103047045
96,Kihuhwi,2,18.5,14,19.6,8,0.030171855845076378
96,Kihuhwi,3,20,15.5,23.5,8,0.04337361357362408
96,Kihuhwi,1,19.5,14.25,25.4,8,0.05067074790974978
96,Kihuhwi,2,19,15,25.3,8,0.05027255104090726
96,Kihuhwi,6,16.25,13.5,19.1,8,0.028652110398902312
96,Kihuhwi,4,16.5,13.75,19.5,8,0.029864765163187975
96,Kihuhwi,5,18,14,20.8,8,0.03397946614122721
96,Kihuhwi,6,19.25,14,22.4,8,0.03940813824663036
96,Kihuhwi,2,14.75,12,20.5,8,0.03300635781677776
96,Kihuhwi,4,16.75,14,19.1,8,0.028652110398902312
96,Kihuhwi,5,17,13,20.5,8,0.03300635781677776
96,Kihuhwi,6,16.5,13,21.4,8,0.03596809429094954
97,Bamoro,2,16.5,12,21.1,8,0.0349667116326178
97,Bamoro,7,14.5,12,18.1,8,0.025730429231063806
97,Bamoro,1,16.5,14,21.1,8,0.0349667116326178
97,Bamoro,2,16,12.75,19.1,8,0.028652110398902312
97,Bamoro,3,16,12.5,20.9,8,0.034306977175363934
97,Bamoro,5,17,14.25,19.4,8,0.029559245277626354
97,Bamoro,7,16.5,12.25,19.1,8,0.028652110398902312
97,Bamoro,2,18.5,13,23.3,8,0.04263848089268407
97,Bamoro,4,14.75,12,18.6,8,0.027171634860898127
97,Bamoro,2,16,12.75,21.8,8,0.03732526231730033
97,Bamoro,6,18,12.5,16.3,8,0.020867243803306804
97,Bamoro,5,14.5,12,19.1,8,0.028652110398902312
97,Bamoro,7,16,12.75,22,8,0.0380132711084365
97,Bamoro,1,16,3.25,22.5,8,0.03976078202199582
97,Bamoro,3,14,11.5,20.6,8,0.03332915646193412
97,Bamoro,7,19.75,16,29.8,8,0.06974649850234699
97,Bamoro,2,13,10.5,16.1,8,0.02035830579342526
97,Bamoro,4,14.25,11.5,20.3,8,0.03236547291544545
98,Asubima 2,1,14,10,17.2,8,0.023235219265950107
98,Asubima 2,4,14.75,12.5,20,8,0.031415926535897934
98,Asubima 2,7,14,12,18.5,8,0.026880252142277666
98,Asubima 2,3,13.75,8.75,13.5,8,0.014313881527918496
98,Asubima 2,4,12.5,7.75,13.5,8,0.014313881527918496
98,Asubima 2,2,13,7.75,16.8,8,0.022167077763729583
98,Asubima 2,5,13,7.75,16.5,8,0.021382464998495533
98,Asubima 2,7,19,14.25,26.9,8,0.05683219650160274
98,Asubima 2,2,13,9.25,14.5,8,0.01651299638543135
98,Asubima 2,3,16,14,25.5,8,0.051070515574919075
98,Asubima 2,4,18.5,14.75,27.9,8,0.06113617843702075
98,Asubima 2,6,14,11.5,15.5,8,0.018869190875623696
99,Miro 3,1,14,11.75,18.7,8,0.02746458837584537
99,Miro 3,2,18,13.75,23.9,8,0.04486272849142564
99,Miro 3,3,19,14.25,25.8,8,0.052279243348387745
99,Miro 3,7,14,7.25,16.3,8,0.020867243803306804
99,Miro 3,2,18,11.25,21.5,8,0.036305030103047045
99,Miro 3,6,14,12.5,12.7,8,0.012667686977437444
99,Miro 3,7,14,12.5,14.7,8,0.016971668912855457
99,Miro 3,1,14.5,12,20.8,8,0.03397946614122721
99,Miro 3,1,13.5,11,17,8,0.02269800692218626
99,Miro 3,2,17,12.5,16.6,8,0.021642431790580088
99,Miro 3,3,16,12,20.8,8,0.03397946614122721
99,Miro 3,4,16,12.5,19.3,8,0.029255296188391556
99,Miro 3,5,13.75,8.25,16.2,8,0.020611989400202632
99,Miro 3,7,12.75,11,14.2,8,0.015836768566746144
99,Miro 3,1,18,13.25,20.2,8,0.032047386659269476
99,Miro 3,4,13,10.75,15.5,8,0.018869190875623696
99,Miro 3,7,14,13.25,15.5,8,0.018869190875623696
99,Miro 3,1,16,12.5,20.5,8,0.03300635781677776
99,Miro 3,3,17.75,14,24,8,0.04523893421169302
99,Miro 3,4,16,12.5,17.8,8,0.024884555409084755
99,Miro 3,5,17.75,14,24,8,0.04523893421169302
100,Goaso,2,13,8.25,14.8,8,0.017203361371057713
100,Goaso,5,18.7,14.25,22.7,8,0.04047078196170711
100,Goaso,2,18.5,14,26.6,8,0.05557163244934986
100,Goaso,4,18.75,16,18,8,0.025446900494077322
100,Goaso,1,16,12.5,19.7,8,0.030480517323291562
100,Goaso,2,16.75,13,20.1,8,0.031730871199420314
100,Goaso,3,13,8.25,14.8,8,0.017203361371057713
100,Goaso,5,12,8.25,13.9,8,0.015174677915002103
100,Goaso,7,19,15.5,23.3,8,0.04263848089268407
100,Goaso,3,14,12,18.4,8,0.026590440219984007
100,Goaso,3,13,9.75,17.6,8,0.024328493509399363
100,Goaso,5,10.25,6.5,11.6,8,0.010568317686676062
100,Goaso,6,16.75,13,17,8,0.02269800692218626
100,Goaso,7,14.25,12.75,20.6,8,0.03332915646193412
100,Goaso,1,14,11.75,17.5,8,0.02405281875404685
100,Goaso,3,14,10.75,15.2,8,0.018145839167134643
101,Latene,1,19.5,16,26.2,8,0.05391287152825445
101,Latene,2,17,14.25,17.4,8,0.023778714795021142
101,Latene,5,16,14.25,20.5,8,0.03300635781677776
101,Latene,1,16,12.5,21.4,8,0.03596809429094954
101,Latene,3,18,14.25,16.8,8,0.022167077763729583
101,Latene,4,16.5,13,18.5,8,0.026880252142277666
101,Latene,7,18.5,14.25,22.2,8,0.03870756308487984
101,Latene,6,19.5,14.75,23.7,8,0.04411502943987127
101,Latene,3,13,10.75,16.4,8,0.021124069002737764
101,Latene,4,14.75,12.5,18.8,8,0.027759112687119412
101,Latene,5,19,14.25,20.3,8,0.03236547291544545
101,Latene,2,19.5,15,24.7,8,0.047916356550714925
101,Latene,3,14,12.5,17,8,0.02269800692218626
101,Latene,5,16,12.5,19.4,8,0.029559245277626354
101,Latene,1,18,12.5,22,8,0.0380132711084365
101,Latene,2,9.25,5.75,10.8,8,0.009160884177867838
101,Latene,6,16,12.5,14.2,8,0.015836768566746144
101,Latene,1,15.75,12.5,17.5,8,0.02405281875404685
101,Latene,7,18.75,14.25,28.7,8,0.06469246132088441
102,64,3,18.25,14.25,21.9,8,0.03766848131470501
102,64,2,14.75,13,15.4,8,0.018626502843133885
102,64,3,18,14.25,19.3,8,0.029255296188391556
102,64,4,13.25,10,13.1,8,0.013478217882063612
102,64,7,12.75,8.25,13.8,8,0.014957122623741007
102,64,3,15,13.25,12.5,8,0.01227184630308513
102,64,2,14,11.5,15.3,8,0.018385385606970867
102,64,3,14.25,11.25,17.7,8,0.024605739061078654
102,64,5,17,13.5,18.7,8,0.02746458837584537
102,64,6,16,12.75,18.9,8,0.02805520779472024
102,64,7,16,12.5,19.4,8,0.029559245277626354
102,64,4,14.25,11.75,19,8,0.028352873698647883
102,64,6,12,10,14,8,0.015393804002589988
102,64,7,12.5,7,13.5,8,0.014313881527918496
103,Nilambur 5,1,12,7.25,13.5,8,0.014313881527918496
103,Nilambur 5,4,19,14.5,24.2,8,0.04599605804120816
103,Nilambur 5,6,19.5,16.25,22.9,8,0.04118706508672558
103,Nilambur 5,2,13.25,8.25,14.1,8,0.015614500886504666
103,Nilambur 5,3,19,16.5,21.1,8,0.0349667116326178
103,Nilambur 5,4,18.5,14.25,15.6,8,0.019113449704440302
103,Nilambur 5,6,8.25,5.5,9.4,8,0.006939778171779853
103,Nilambur 5,1,18,12.5,22.7,8,0.04047078196170711
103,Nilambur 5,4,18.5,13.75,22.6,8,0.04011499659368807
103,Nilambur 5,6,16,14.25,17.5,8,0.02405281875404685
103,Nilambur 5,2,18,14.25,23.4,8,0.04300526183499067
103,Nilambur 5,3,19,14.75,25,8,0.04908738521234052
103,Nilambur 5,4,14,10.75,16.9,8,0.022431756944794518
103,Nilambur 5,6,16.5,14,27.5,8,0.05939573610693204
103,Nilambur 5,6,16.5,8.25,25.7,8,0.05187476329423806
103,Nilambur 5,1,17,12.5,28.7,8,0.06469246132088441
104,Brazil 702,4,16.75,14,20.8,8,0.03397946614122721
104,Brazil 702,5,15.5,11.75,20.4,8,0.0326851299679482
104,Brazil 702,7,12.5,10.25,20.2,8,0.032047386659269476
104,Brazil 702,2,14,10.25,20.5,8,0.03300635781677776
104,Brazil 702,5,17.75,14,27,8,0.057255526111673984
104,Brazil 702,7,16,12.5,20.8,8,0.03397946614122721
104,Brazil 702,2,13.2,11.5,17.9,8,0.02516494255341764
104,Brazil 702,3,14,12.5,13.1,8,0.013478217882063612
104,Brazil 702,7,11,6,7.5,8,0.004417864669110647
104,Brazil 702,1,12,8.25,13.8,8,0.014957122623741007
104,Brazil 702,2,14,11.25,26.3,8,0.05432520556403811
104,Brazil 702,3,12.75,10,22.2,8,0.03870756308487984
104,Brazil 702,4,14,11.25,19.7,8,0.030480517323291562
104,Brazil 702,5,15,12.5,23.2,8,0.04227327074670425
104,Brazil 702,2,19.5,14.25,32.7,8,0.08398184021392575
104,Brazil 702,5,14,11.25,17.7,8,0.024605739061078654
104,Brazil 702,6,15.5,11,20.9,8,0.034306977175363934
104,Brazil 702,7,12.25,8,18.7,8,0.02746458837584537
105,Asubima 2,4,15.5,8.25,15,8,0.017671458676442587
105,Asubima 2,6,16.25,10,17.3,8,0.023506181632322234
105,Asubima 2,7,11,6,10.3,8,0.00833228911548353
105,Asubima 2,1,16,12,17,8,0.02269800692218626
105,Asubima 2,3,14.25,11,13,8,0.013273228961416878
105,Asubima 2,7,16.25,11,19.8,8,0.030790749597833563
105,Asubima 2,3,14,11,18,8,0.025446900494077322
105,Asubima 2,4,14.25,10.75,18.1,8,0.025730429231063806
105,Asubima 2,5,14.25,10.5,19.2,8,0.028952917895483533
105,Asubima 2,7,16,12,23,8,0.04154756284372502
106,Miro 3,2,18.25,15,16.7,8,0.02190396937899143
106,Miro 3,4,19.25,12.5,17.2,8,0.023235219265950107
106,Miro 3,5,14,11.25,24,8,0.04523893421169302
106,Miro 3,5,13.25,10.5,14.2,8,0.015836768566746144
106,Miro 3,6,15,11.75,18,8,0.025446900494077322
106,Miro 3,7,10,6.25,9.2,8,0.006647610054996002
106,Miro 3,2,12.5,8.25,11.8,8,0.010935884027146072
106,Miro 3,3,14,11,21.5,8,0.036305030103047045
106,Miro 3,6,10,7,12.4,8,0.012076282160399163
106,Miro 3,4,11,7.75,19.2,8,0.028952917895483533
107,Bamoro,2,18,12.5,23.6,8,0.04374353610858429
107,Bamoro,3,14,10.25,12.2,8,0.01168986626400762
107,Bamoro,4,18,12.25,19.1,8,0.028652110398902312
107,Bamoro,5,16,12.75,23,8,0.04154756284372502
107,Bamoro,7,19.25,15,26.2,8,0.05391287152825445
107,Bamoro,2,14,10.5,15.8,8,0.019606679751053898
107,Bamoro,6,13.75,11,19.4,8,0.029559245277626354
107,Bamoro,7,11.75,9.75,13.4,8,0.014102609421964583
107,Bamoro,2,18.75,14,20.1,8,0.031730871199420314
107,Bamoro,5,14,10.25,18.3,8,0.026302199094017143
107,Bamoro,6,14.25,11,18,8,0.025446900494077322
107,Bamoro,1,14,11.25,22.3,8,0.03905706526759171
107,Bamoro,6,14.5,5.5,16.7,8,0.02190396937899143
107,Bamoro,2,14,10.75,16.5,8,0.021382464998495533
107,Bamoro,5,15.5,12.5,23,8,0.04154756284372502
107,Bamoro,1,13.25,9.75,20.1,8,0.031730871199420314
107,Bamoro,3,15.75,11.75,23.1,8,0.04190963139705124
107,Bamoro,6,17,12,25.2,8,0.049875924968391556
107,Bamoro,7,13.75,10.75,16.9,8,0.022431756944794518
107,Bamoro,2,14,11,22.7,8,0.04047078196170711
107,Bamoro,5,13.25,11,16.1,8,0.02035830579342526
107,Bamoro,6,16,12.5,23.4,8,0.04300526183499067
108,Kihuhwi,6,18.25,14,25.1,8,0.04948086969220264
108,Kihuhwi,7,17.75,14.25,20.5,8,0.03300635781677776
108,Kihuhwi,2,16.75,14,19.5,8,0.029864765163187975
108,Kihuhwi,4,14,9.25,15.3,8,0.018385385606970867
108,Kihuhwi,5,16.75,14.5,24.2,8,0.04599605804120816
108,Kihuhwi,6,17,13.25,19.4,8,0.029559245277626354
108,Kihuhwi,4,16,12.5,19.8,8,0.030790749597833563
108,Kihuhwi,2,15.25,12.5,23.6,8,0.04374353610858429
108,Kihuhwi,4,18.25,12.5,22.5,8,0.03976078202199582
108,Kihuhwi,5,13.75,10,16,8,0.020106192982974676
108,Kihuhwi,1,17,13.25,23.3,8,0.04263848089268407
108,Kihuhwi,2,12.75,11,17.2,8,0.023235219265950107
108,Kihuhwi,5,14,10.75,18.5,8,0.026880252142277666
108,Kihuhwi,7,16,13,21.4,8,0.03596809429094954
108,Kihuhwi,1,16,12.5,24.6,8,0.04752915525615999
108,Kihuhwi,2,18,13.5,21.1,8,0.0349667116326178
108,Kihuhwi,4,16,11.5,16.8,8,0.022167077763729583
108,Kihuhwi,5,14,12.5,20,8,0.031415926535897934
108,Kihuhwi,6,13.25,10.75,17.3,8,0.023506181632322234
108,Kihuhwi,1,19,15.5,26.8,8,0.056410437687858334
108,Kihuhwi,3,18.25,14.5,25.5,8,0.051070515574919075
108,Kihuhwi,5,18,14,26.4,8,0.05473911039614856
108,Kihuhwi,7,13.25,12,20.1,8,0.031730871199420314
109,Miro 2,1,18,13.75,21,8,0.03463605900582747
109,Miro 2,2,10.75,8.25,12.6,8,0.012468981242097889
109,Miro 2,4,14,11.25,21.4,8,0.03596809429094954
109,Miro 2,5,13.75,11,16,8,0.020106192982974676
109,Miro 2,7,14,11.5,20.4,8,0.0326851299679482
109,Miro 2,1,13.75,11,16.6,8,0.021642431790580088
109,Miro 2,3,16,8.75,23,8,0.04154756284372502
109,Miro 2,5,13.75,12,19.7,8,0.030480517323291562
109,Miro 2,2,13,10.75,18.1,8,0.025730429231063806
109,Miro 2,4,13.5,11.5,17,8,0.02269800692218626
109,Miro 2,7,10.75,8,13,8,0.013273228961416878
109,Miro 2,1,13.25,10.75,17.2,8,0.023235219265950107
109,Miro 2,2,12.5,10,14.1,8,0.015614500886504666
109,Miro 2,5,11,9.5,13.2,8,0.01368477759903714
109,Miro 2,6,14.5,11,20.3,8,0.03236547291544545
109,Miro 2,7,13.75,10.25,20,8,0.031415926535897934
109,Miro 2,1,10,6,8,8,0.005026548245743669
109,Miro 2,3,13,10.75,21.5,8,0.036305030103047045
109,Miro 2,4,17,12.5,28.6,8,0.06424242817325769
109,Miro 2,6,13.75,11.25,18.2,8,0.02601552876437708
109,Miro 2,7,13,10.25,15.5,8,0.018869190875623696
109,Miro 2,3,16,12,24.6,8,0.04752915525615999
109,Miro 2,7,14.75,11.5,21.7,8,0.03698361411622244
109,Miro 2,1,13.75,11,21.2,8,0.03529893505573491
109,Miro 2,4,13,10.25,16.2,8,0.020611989400202632
110,Mtibwa,5,14,12.5,20,8,0.031415926535897934
110,Mtibwa,7,15.5,12.5,22.2,8,0.03870756308487984
110,Mtibwa,3,14.5,13,16.7,8,0.02190396937899143
110,Mtibwa,5,17.25,13,20.3,8,0.03236547291544545
110,Mtibwa,1,17.75,14,20.7,8,0.03365352590341726
110,Mtibwa,4,16.5,12.25,19.6,8,0.030171855845076378
110,Mtibwa,1,18.5,13,20.6,8,0.03332915646193412
110,Mtibwa,3,16,12.5,19.7,8,0.030480517323291562
110,Mtibwa,5,17,12.25,16.5,8,0.021382464998495533
110,Mtibwa,6,19.5,13.25,19.7,8,0.030480517323291562
110,Mtibwa,3,17.25,13,19,8,0.028352873698647883
110,Mtibwa,4,14,11.25,15.5,8,0.018869190875623696
110,Mtibwa,6,18.5,13.25,20.2,8,0.032047386659269476
110,Mtibwa,1,18,12.5,21.2,8,0.03529893505573491
110,Mtibwa,2,13.5,11,16.5,8,0.021382464998495533
110,Mtibwa,5,13,6.25,15.2,8,0.018145839167134643
110,Mtibwa,6,19.5,12.5,21.1,8,0.0349667116326178
110,Mtibwa,7,17.5,11.75,20.2,8,0.032047386659269476
110,Mtibwa,1,16,12.5,20.2,8,0.032047386659269476
110,Mtibwa,4,13.5,9.25,15.1,8,0.017907863523625216
110,Mtibwa,5,14,11.5,19.5,8,0.029864765163187975
110,Mtibwa,7,14,10.75,20.5,8,0.03300635781677776
111,Sangoue,1,14,8.25,21.8,8,0.03732526231730033
111,Sangoue,2,17.5,12.5,21.3,8,0.03563272927517883
111,Sangoue,5,16.5,12.25,21.7,8,0.03698361411622244
111,Sangoue,1,17.5,12,22.6,8,0.04011499659368807
111,Sangoue,2,18.25,14,19.5,8,0.029864765163187975
111,Sangoue,1,17,12.5,15.5,8,0.018869190875623696
111,Sangoue,2,17,10.5,19.2,8,0.028952917895483533
111,Sangoue,7,11.25,7.75,20.5,8,0.03300635781677776
111,Sangoue,1,15.25,10,19.8,8,0.030790749597833563
111,Sangoue,3,18.25,12,16.8,8,0.022167077763729583
111,Sangoue,4,16,11,17.2,8,0.023235219265950107
111,Sangoue,1,16.75,13,24,8,0.04523893421169302
111,Sangoue,3,17.5,14,20.5,8,0.03300635781677776
111,Sangoue,5,18.5,14,22.6,8,0.04011499659368807
111,Sangoue,7,13,10,16.8,8,0.022167077763729583
111,Sangoue,2,19,14.25,21.2,8,0.03529893505573491
111,Sangoue,5,17.5,12,19.5,8,0.029864765163187975
111,Sangoue,6,16.5,12.25,16.7,8,0.02190396937899143
111,Sangoue,1,16.5,13,26.3,8,0.05432520556403811
111,Sangoue,2,15,12.25,17.6,8,0.024328493509399363
111,Sangoue,4,16.25,12,20.1,8,0.031730871199420314
111,Sangoue,6,18.5,13,21,8,0.03463605900582747
111,Sangoue,7,17,12.25,24.6,8,0.04752915525615999
112,Jimira,1,13.75,8.25,19.2,8,0.028952917895483533
112,Jimira,2,14,10.5,17.4,8,0.023778714795021142
112,Jimira,4,15,10.25,16.2,8,0.020611989400202632
112,Jimira,4,15.25,7,21.2,8,0.03529893505573491
112,Jimira,5,13.5,10.25,16.1,8,0.02035830579342526
112,Jimira,6,12.5,9.75,18.5,8,0.026880252142277666
112,Jimira,6,13,8.25,17.6,8,0.024328493509399363
112,Jimira,6,15,9.75,17.8,8,0.024884555409084755
112,Jimira,1,16,10.25,17,8,0.02269800692218626
112,Jimira,4,15.5,10,19.8,8,0.030790749597833563
112,Jimira,6,13.5,11,19.7,8,0.030480517323291562
112,Jimira,7,15,10,14.1,8,0.015614500886504666
112,Jimira,3,16.5,10.25,16.6,8,0.021642431790580088
112,Jimira,7,15.75,12,23.3,8,0.04263848089268407
112,Jimira,3,15.5,11,18.1,8,0.025730429231063806
112,Jimira,7,18,12.5,27.3,8,0.05853493971984843
113,Goaso,5,13.25,9.75,22.5,8,0.03976078202199582
113,Goaso,6,16,11.25,24.6,8,0.04752915525615999
113,Goaso,2,14,8.25,15.7,8,0.019359279329583704
113,Goaso,2,17.5,12.25,22.1,8,0.038359631698494774
113,Goaso,3,13.25,9,15.5,8,0.018869190875623696
113,Goaso,4,15,11,14.8,8,0.017203361371057713
114,Latene,2,18.5,15.75,20.1,8,0.031730871199420314
114,Latene,4,17,15.5,19.6,8,0.030171855845076378
114,Latene,1,16,12.25,25.5,8,0.051070515574919075
114,Latene,3,15.5,12,16.8,8,0.022167077763729583
114,Latene,5,15,12,17.5,8,0.02405281875404685
114,Latene,7,19.25,14.75,20.3,8,0.03236547291544545
114,Latene,1,17,13.25,20.4,8,0.0326851299679482
114,Latene,2,19.5,15.75,23.1,8,0.04190963139705124
114,Latene,4,16.5,13,16.7,8,0.02190396937899143
114,Latene,5,15.5,12.25,17.2,8,0.023235219265950107
114,Latene,2,15.25,12,17.4,8,0.023778714795021142
114,Latene,4,19.25,14.5,17.9,8,0.02516494255341764
114,Latene,5,18.5,15,19.2,8,0.028952917895483533
114,Latene,1,15.5,12.75,15.5,8,0.018869190875623696
114,Latene,3,18.5,13.25,18.5,8,0.026880252142277666
114,Latene,6,18.25,14.75,22.1,8,0.038359631698494774
114,Latene,7,15.5,11.5,18.7,8,0.02746458837584537
114,Latene,1,16.5,12.5,19.7,8,0.030480517323291562
114,Latene,3,16.5,12,17.6,8,0.024328493509399363
114,Latene,4,15,10,16,8,0.020106192982974676
114,Latene,6,15,8.25,12.4,8,0.012076282160399163
114,Latene,7,16.75,15,19.7,8,0.030480517323291562
114,Latene,3,14.25,8.25,18.9,8,0.02805520779472024
114,Latene,6,16,12,13.7,8,0.014741138128806702
115,64,1,13.5,7.75,13.1,8,0.013478217882063612
115,64,5,16.25,12.25,18.3,8,0.026302199094017143
115,64,5,17.75,10.25,19.4,8,0.029559245277626354
115,64,2,17.25,12.5,21.9,8,0.03766848131470501
115,64,5,16.25,12.5,14.4,8,0.01628601631620949
115,64,6,15.5,10.5,16.7,8,0.02190396937899143
115,64,6,15,12.5,21.6,8,0.03664353671147135
116,Jimira,1,15.5,8.25,21.1,8,0.0349667116326178
116,Jimira,4,17.5,10.5,21.1,8,0.0349667116326178
116,Jimira,6,17,10.5,19.6,8,0.030171855845076378
116,Jimira,7,15.5,11,20,8,0.031415926535897934
116,Jimira,6,13,7,14.5,8,0.01651299638543135
116,Jimira,1,19.5,12,21.5,8,0.036305030103047045
116,Jimira,5,15,11,16.4,8,0.021124069002737764
116,Jimira,7,13.25,10,16.1,8,0.02035830579342526
116,Jimira,2,16,11,17.6,8,0.024328493509399363
