Plot,Provenance2,Tree_number,Total_height,Merchantable_height,DBH,Age,basal_area_m2
117,Sangoue,1,15,12,22.3,8,0.03905706526759171
117,Sangoue,3,18.25,15,18,8,0.025446900494077322
117,Sangoue,1,19.5,13.25,21.5,8,0.036305030103047045
117,Sangoue,2,19,15.25,21.7,8,0.03698361411622244
117,Sangoue,6,18.5,14,21,8,0.03463605900582747
117,Sangoue,7,16.5,12,17.4,8,0.023778714795021142
118,Mtibwa,1,19.5,14,24.9,8,0.04869547152880519
118,Mtibwa,3,17.25,13.25,19.8,8,0.030790749597833563
118,Mtibwa,2,13.25,9,13.2,8,0.01368477759903714
118,Mtibwa,3,19.25,13,15.7,8,0.019359279329583704
118,Mtibwa,5,19.5,14,16.9,8,0.022431756944794518
118,Mtibwa,1,17.25,12.5,19.6,8,0.030171855845076378
118,Mtibwa,3,19.25,14,21.1,8,0.0349667116326178
118,Mtibwa,4,16,12.5,14.6,8,0.016741547250980007
118,Mtibwa,5,13.75,8.25,14.4,8,0.01628601631620949
118,Mtibwa,7,13.75,9,15.4,8,0.018626502843133885
118,Mtibwa,4,17,12.5,14.9,8,0.017436624625586747
118,Mtibwa,6,17,12.5,14.7,8,0.016971668912855457
118,Mtibwa,1,13.25,10,14.2,8,0.015836768566746144
118,Mtibwa,3,15,10.25,19,8,0.028352873698647883
118,Mtibwa,5,11.75,6.5,12,8,0.011309733552923255
118,Mtibwa,7,16,12.5,20.6,8,0.03332915646193412
118,Mtibwa,2,12,7,10.9,8,0.009331315579325082
118,Mtibwa,4,15,8.25,14,8,0.015393804002589988
118,Mtibwa,5,16,10.75,17.8,8,0.024884555409084755
118,Mtibwa,6,6,4,10.9,8,0.009331315579325082
118,Mtibwa,7,14.5,12,16.6,8,0.021642431790580088
119,Bamoro,1,15.75,13,19.6,8,0.030171855845076378
119,Bamoro,3,14.25,11,17.1,8,0.022965827695904786
119,Bamoro,4,18,14.25,20,8,0.031415926535897934
119,Bamoro,6,17,13.25,14.2,8,0.015836768566746144
119,Bamoro,2,14.25,8.5,13.9,8,0.015174677915002103
119,Bamoro,3,14.5,12,16.5,8,0.021382464998495533
119,Bamoro,4,16,13.25,14.9,8,0.017436624625586747
119,Bamoro,5,11,7.25,10.9,8,0.009331315579325082
119,Bamoro,1,10,6,10.2,8,0.00817128249198705
119,Bamoro,2,11.5,7.25,14,8,0.015393804002589988
119,Bamoro,4,14.75,12.5,16.1,8,0.02035830579342526
119,Bamoro,6,14,10.5,14,8,0.015393804002589988
119,Bamoro,3,19.25,14,20,8,0.031415926535897934
119,Bamoro,5,16.25,12.5,15.5,8,0.018869190875623696
119,Bamoro,3,14.75,11,15.5,8,0.018869190875623696
119,Bamoro,4,15.5,11,16.1,8,0.02035830579342526
119,Bamoro,6,15.25,10.75,16.7,8,0.02190396937899143
119,Bamoro,1,17.25,14,19.2,8,0.028952917895483533
119,Bamoro,3,10,5.5,8.3,8,0.005410607947645022
119,Bamoro,6,13.25,9,12.7,8,0.012667686977437444
120,Kihuhwi,1,18.75,12,21.3,8,0.03563272927517883
120,Kihuhwi,1,16,8.25,19.4,8,0.029559245277626354
120,Kihuhwi,2,15,12.5,15.4,8,0.018626502843133885
120,Kihuhwi,4,18.5,13.25,18.1,8,0.025730429231063806
120,Kihuhwi,1,19.5,14,20.4,8,0.0326851299679482
120,Kihuhwi,3,18.25,14,19.1,8,0.028652110398902312
120,Kihuhwi,1,16.25,12.5,18.5,8,0.026880252142277666
120,Kihuhwi,3,14,10.5,12.5,8,0.01227184630308513
120,Kihuhwi,4,18.25,14,22.8,8,0.04082813812605295
120,Kihuhwi,7,17.25,14,17.5,8,0.02405281875404685
120,Kihuhwi,2,14,11,15.9,8,0.01985565096885089
120,Kihuhwi,3,12.5,6.25,16.9,8,0.022431756944794518
120,Kihuhwi,6,16.75,13.25,21.1,8,0.0349667116326178
120,Kihuhwi,3,14.25,12.5,17.9,8,0.02516494255341764
120,Kihuhwi,4,18,14.25,20.5,8,0.03300635781677776
120,Kihuhwi,6,18,14.25,19.9,8,0.031102552668702342
120,Kihuhwi,1,17,13.25,23.5,8,0.04337361357362408
120,Kihuhwi,3,16.75,13,18.5,8,0.026880252142277666
120,Kihuhwi,4,17,14.25,14.3,8,0.016060607043314423
120,Kihuhwi,6,8.75,6,14.8,8,0.017203361371057713
121,Panama,4,16,12.5,19.5,8,0.029864765163187975
121,Panama,6,8.25,6.5,19.2,8,0.028952917895483533
121,Panama,1,8.25,4.25,21.4,8,0.03596809429094954
121,Panama,3,14,10.25,14.9,8,0.017436624625586747
121,Panama,4,16,11.25,18,8,0.025446900494077322
121,Panama,6,16,12.5,18.6,8,0.027171634860898127
121,Panama,5,16,11.25,17.2,8,0.023235219265950107
121,Panama,6,14,11,17.9,8,0.02516494255341764
121,Panama,1,15,12.25,14.6,8,0.016741547250980007
121,Panama,2,16.25,14,18.5,8,0.026880252142277666
121,Panama,4,16.25,13,17.7,8,0.024605739061078654
121,Panama,1,17,12.75,18.2,8,0.02601552876437708
121,Panama,6,17,13.25,21.3,8,0.03563272927517883
121,Panama,7,18.5,14,23.9,8,0.04486272849142564
121,Panama,5,16.75,12.5,17,8,0.02269800692218626
121,Panama,7,13,10.5,17.5,8,0.02405281875404685
121,Panama,1,12,10,19.2,8,0.028952917895483533
121,Panama,2,18.25,13,21.3,8,0.03563272927517883
121,Panama,4,18,13.25,18.6,8,0.027171634860898127
121,Panama,6,18.5,14,27.7,8,0.06026281567932279
122,P80,1,14,12.5,20.2,8,0.032047386659269476
122,P80,2,15.25,10,17.5,8,0.02405281875404685
122,P80,3,16,11,17.9,8,0.02516494255341764
122,P80,1,16.75,12,26.2,8,0.05391287152825445
123,Jimira,2,14.75,9.75,23.4,7,0.04300526183499067
123,Jimira,3,15,12.25,17,7,0.02269800692218626
123,Jimira,4,16.5,13,20.9,7,0.034306977175363934
123,Jimira,5,14.75,11.25,20,7,0.031415926535897934
123,Jimira,7,17,14.25,23.4,7,0.04300526183499067
123,Jimira,1,15,12.25,12.7,7,0.012667686977437444
123,Jimira,2,14.75,12,16.6,7,0.021642431790580088
123,Jimira,3,13.25,7.25,18.2,7,0.02601552876437708
123,Jimira,5,15,12,19.6,7,0.030171855845076378
123,Jimira,1,13.75,8.25,23.5,7,0.04337361357362408
123,Jimira,4,16,13.75,16.9,7,0.022431756944794518
123,Jimira,6,16.25,13,21.1,7,0.0349667116326178
123,Jimira,2,12.75,8.25,14.5,7,0.01651299638543135
123,Jimira,3,16.5,14.25,20.5,7,0.03300635781677776
123,Jimira,5,16,12.5,18.5,7,0.026880252142277666
123,Jimira,6,14.25,8.25,20.2,7,0.032047386659269476
123,Jimira,1,14.75,12,19.5,7,0.029864765163187975
123,Jimira,3,15.5,12.5,17.3,7,0.023506181632322234
123,Jimira,4,16.75,14,21.1,7,0.0349667116326178
123,Jimira,3,14.25,11,17,7,0.02269800692218626
123,Jimira,4,14,11.25,17.6,7,0.024328493509399363
123,Jimira,1,14.25,11.5,17.5,7,0.02405281875404685
123,Jimira,3,13.5,10.75,20.2,7,0.032047386659269476
123,Jimira,5,13.25,10.5,13,7,0.013273228961416878
123,Jimira,7,15.5,12,19.3,7,0.029255296188391556
124,64,4,15.5,11.25,17,7,0.02269800692218626
124,64,6,14.25,12.5,21.5,7,0.036305030103047045
124,64,1,12.25,7.75,18.1,7,0.025730429231063806
124,64,2,14.5,10,16.6,7,0.021642431790580088
124,64,3,15,12.25,18.1,7,0.025730429231063806
124,64,6,14,12.5,18.3,7,0.026302199094017143
124,64,1,14,11.25,17,7,0.02269800692218626
124,64,3,16,13.75,14.5,7,0.01651299638543135
124,64,4,15,13,16.1,7,0.02035830579342526
124,64,5,14.75,12.25,14.6,7,0.016741547250980007
124,64,2,14.25,12,15,7,0.017671458676442587
124,64,5,15,12.25,17.1,7,0.022965827695904786
124,64,7,14.5,11.75,15.4,7,0.018626502843133885
124,64,1,14.25,11.75,20.1,7,0.031730871199420314
124,64,2,13.25,12.5,14,7,0.015393804002589988
124,64,3,17.25,12,20,7,0.031415926535897934
124,64,6,13,8.25,18.5,7,0.026880252142277666
124,64,1,13.5,9.75,17.5,7,0.02405281875404685
124,64,4,14.25,13,15.9,7,0.01985565096885089
124,64,3,12.25,8.5,16.3,7,0.020867243803306804
124,64,4,15.75,12.5,17.3,7,0.023506181632322234
124,64,6,15.25,11.75,18.7,7,0.02746458837584537
124,64,7,14.75,11.5,20,7,0.031415926535897934
125,Taliwas,2,14.25,12.5,15.4,7,0.018626502843133885
125,Taliwas,3,15.5,13,16.6,7,0.021642431790580088
125,Taliwas,5,14.5,12.5,14.5,7,0.01651299638543135
125,Taliwas,6,15.25,13.5,18.5,7,0.026880252142277666
125,Taliwas,7,15,13.25,19,7,0.028352873698647883
125,Taliwas,1,14.75,12.5,18.3,7,0.026302199094017143
125,Taliwas,6,16.5,14.25,14.4,7,0.01628601631620949
125,Taliwas,7,16,14.5,17.1,7,0.022965827695904786
125,Taliwas,2,16.25,13,18.3,7,0.026302199094017143
125,Taliwas,4,15.5,14,20.2,7,0.032047386659269476
125,Taliwas,5,15.25,14.25,16.3,7,0.020867243803306804
125,Taliwas,6,12.5,8.25,13.6,7,0.014526724430199206
125,Taliwas,7,13.5,9,11.5,7,0.010386890710931254
125,Taliwas,5,15.5,13.25,13.1,7,0.013478217882063612
125,Taliwas,2,15.25,11,16.6,7,0.021642431790580088
125,Taliwas,4,14.75,13,14,7,0.015393804002589988
125,Taliwas,5,16.5,14.25,19,7,0.028352873698647883
125,Taliwas,7,14.25,11.75,17,7,0.02269800692218626
125,Taliwas,2,15,12.75,17.4,7,0.023778714795021142
125,Taliwas,3,14,10.25,13.4,7,0.014102609421964583
125,Taliwas,6,16.5,13.25,18,7,0.025446900494077322
125,Taliwas,3,14.5,12.5,15.6,7,0.019113449704440302
125,Taliwas,5,18,15.5,22.5,7,0.03976078202199582
125,Taliwas,7,14,11.75,21.9,7,0.03766848131470501
126,Kiroka,3,15.25,12.75,21.1,7,0.0349667116326178
126,Kiroka,4,12.5,8.25,13.9,7,0.015174677915002103
126,Kiroka,1,14.75,12,21.5,7,0.036305030103047045
126,Kiroka,3,15,11,15.9,7,0.01985565096885089
126,Kiroka,1,14.75,12,21.5,7,0.036305030103047045
126,Kiroka,3,15,11,15.9,7,0.01985565096885089
126,Kiroka,2,15,12.5,17,7,0.02269800692218626
126,Kiroka,4,14.5,11.75,15.5,7,0.018869190875623696
126,Kiroka,6,14.5,12.5,15.3,7,0.018385385606970867
126,Kiroka,2,10.75,8.25,13.3,7,0.013892908112337465
126,Kiroka,3,14.25,9.75,15.3,7,0.018385385606970867
126,Kiroka,5,14,9.75,14.3,7,0.016060607043314423
126,Kiroka,6,14,10.25,17.5,7,0.02405281875404685
126,Kiroka,2,13.5,12,15.3,7,0.018385385606970867
126,Kiroka,4,14.5,11.25,15.5,7,0.018869190875623696
126,Kiroka,7,15,11.25,18.9,7,0.02805520779472024
126,Kiroka,3,13.5,10.25,17,7,0.02269800692218626
126,Kiroka,4,10,7,17,7,0.02269800692218626
127,Kihuhwi,1,16,11.5,18.3,7,0.026302199094017143
127,Kihuhwi,3,13.75,12.25,13.6,7,0.014526724430199206
127,Kihuhwi,3,14,12.5,15,7,0.017671458676442587
127,Kihuhwi,4,15.5,12.25,16.4,7,0.021124069002737764
127,Kihuhwi,5,15,11.75,15.3,7,0.018385385606970867
127,Kihuhwi,6,15.5,13,13.4,7,0.014102609421964583
127,Kihuhwi,1,18,14.75,21.3,7,0.03563272927517883
127,Kihuhwi,4,16,14.75,20.1,7,0.031730871199420314
127,Kihuhwi,5,14,10.25,14.4,7,0.01628601631620949
127,Kihuhwi,7,14.5,12.5,18,7,0.025446900494077322
127,Kihuhwi,4,14,10.5,16,7,0.020106192982974676
127,Kihuhwi,6,15.75,12.25,17.6,7,0.024328493509399363
127,Kihuhwi,1,13.5,10,17.4,7,0.023778714795021142
127,Kihuhwi,2,14,12.5,16.5,7,0.021382464998495533
127,Kihuhwi,3,16.5,14.25,17.3,7,0.023506181632322234
127,Kihuhwi,3,13.5,10,14.2,7,0.015836768566746144
127,Kihuhwi,4,16,11.5,18.2,7,0.02601552876437708
127,Kihuhwi,5,16.75,14.75,20.6,7,0.03332915646193412
127,Kihuhwi,7,14,10.25,18.6,7,0.027171634860898127
128,Brazil Clone,2,16.25,14,21.5,7,0.036305030103047045
128,Brazil Clone,5,13.5,9.75,16.8,7,0.022167077763729583
128,Brazil Clone,7,11.5,7,15.4,7,0.018626502843133885
128,Brazil Clone,2,14.5,11.25,17.8,7,0.024884555409084755
128,Brazil Clone,3,14.5,10.75,18.8,7,0.027759112687119412
128,Brazil Clone,4,14.5,10,15.7,7,0.019359279329583704
128,Brazil Clone,5,15.5,14,18.1,7,0.025730429231063806
128,Brazil Clone,7,16,13.25,20.1,7,0.031730871199420314
128,Brazil Clone,2,12.25,9,14.3,7,0.016060607043314423
128,Brazil Clone,3,16.5,13,21,7,0.03463605900582747
128,Brazil Clone,2,12.75,10,18.5,7,0.026880252142277666
128,Brazil Clone,3,16.25,13,18.7,7,0.02746458837584537
128,Brazil Clone,1,13.25,11,15.4,7,0.018626502843133885
128,Brazil Clone,7,14,13.25,19,7,0.028352873698647883
128,Brazil Clone,1,13.25,8.5,16,7,0.020106192982974676
128,Brazil Clone,2,13.75,9.75,14.7,7,0.016971668912855457
128,Brazil Clone,6,15.5,8.25,17.7,7,0.024605739061078654
128,Brazil Clone,2,14.25,8.25,15.5,7,0.018869190875623696
128,Brazil Clone,3,14,10,15.4,7,0.018626502843133885
128,Brazil Clone,5,15.5,13,19.9,7,0.031102552668702342
128,Brazil Clone,7,14.75,12.5,17.8,7,0.024884555409084755
129,Worawora,1,13.5,8.25,18.5,7,0.026880252142277666
129,Worawora,3,11.25,8.25,15.5,7,0.018869190875623696
129,Worawora,4,13.25,12.75,17,7,0.02269800692218626
129,Worawora,6,14,12.25,18.5,7,0.026880252142277666
129,Worawora,1,14,12.5,18.3,7,0.026302199094017143
129,Worawora,2,14.25,8.25,16.4,7,0.021124069002737764
129,Worawora,3,13.5,10,14.7,7,0.016971668912855457
129,Worawora,4,13.25,9.25,15.3,7,0.018385385606970867
129,Worawora,5,13.5,10.5,15.2,7,0.018145839167134643
129,Worawora,7,14,11.25,18.1,7,0.025730429231063806
129,Worawora,2,13.25,9.25,16.6,7,0.021642431790580088
129,Worawora,3,12.5,8,14.3,7,0.016060607043314423
129,Worawora,7,14.5,10.25,16.8,7,0.022167077763729583
129,Worawora,1,14.5,12.5,14.2,7,0.015836768566746144
129,Worawora,3,16.25,11.25,18,7,0.025446900494077322
129,Worawora,5,16.25,12,16.6,7,0.021642431790580088
129,Worawora,7,13.5,12,18.3,7,0.026302199094017143
129,Worawora,2,13.5,9,14.2,7,0.015836768566746144
129,Worawora,4,13.5,11,14.9,7,0.017436624625586747
129,Worawora,6,13.5,9.5,17.3,7,0.023506181632322234
129,Worawora,1,13.25,9.75,13.9,7,0.015174677915002103
129,Worawora,3,15.5,13,18.1,7,0.025730429231063806
129,Worawora,4,12.75,9.75,15.5,7,0.018869190875623696
130,Oume,1,17.25,15,21.1,7,0.0349667116326178
130,Oume,3,15,11.25,20.2,7,0.032047386659269476
130,Oume,5,14,10.25,16.2,7,0.020611989400202632
130,Oume,6,15.5,12.25,19.7,7,0.030480517323291562
130,Oume,1,14,12.5,16.6,7,0.021642431790580088
130,Oume,3,15,12.25,18.1,7,0.025730429231063806
130,Oume,4,12.75,12.5,16.8,7,0.022167077763729583
130,Oume,6,18,15.5,21.1,7,0.0349667116326178
130,Oume,7,15,13.25,16.2,7,0.020611989400202632
130,Oume,1,16,13.25,17,7,0.02269800692218626
130,Oume,3,14,11,12.5,7,0.01227184630308513
130,Oume,4,16.5,14.25,22.8,7,0.04082813812605295
130,Oume,5,15.5,12.25,18,7,0.025446900494077322
130,Oume,7,16,15.5,19.7,7,0.030480517323291562
130,Oume,2,15.25,12.5,19.2,7,0.028952917895483533
130,Oume,4,17,14.25,18.9,7,0.02805520779472024
130,Oume,6,13.75,11,14.6,7,0.016741547250980007
130,Oume,7,16,13.25,14.3,7,0.016060607043314423
130,Oume,5,12,8.25,15.5,7,0.018869190875623696
130,Oume,7,15,12,19.2,7,0.028952917895483533
130,Oume,4,16.25,14,20.4,7,0.0326851299679482
130,Oume,5,14.5,12,14.3,7,0.016060607043314423
130,Oume,6,14.5,12.5,13.9,7,0.015174677915002103
131,Kiroka,2,14,12.5,14.6,7,0.016741547250980007
131,Kiroka,5,15,12.75,17.7,7,0.024605739061078654
131,Kiroka,6,15,12.25,15.2,7,0.018145839167134643
131,Kiroka,1,14,10.25,17,7,0.02269800692218626
131,Kiroka,5,16.75,13,19.4,7,0.029559245277626354
131,Kiroka,6,16,12.25,19.4,7,0.029559245277626354
131,Kiroka,6,14,12.25,16.2,7,0.020611989400202632
131,Kiroka,7,16.75,13.25,22.4,7,0.03940813824663036
131,Kiroka,2,13.5,9.75,14.3,7,0.016060607043314423
131,Kiroka,3,14,10.25,16.8,7,0.022167077763729583
131,Kiroka,6,16,13.25,15.4,7,0.018626502843133885
131,Kiroka,7,17,13.5,22.6,7,0.04011499659368807
131,Kiroka,2,14,12.5,17.2,7,0.023235219265950107
131,Kiroka,4,13.25,10.25,15.2,7,0.018145839167134643
131,Kiroka,5,13,9,13.3,7,0.013892908112337465
131,Kiroka,1,13.5,11.25,16.1,7,0.02035830579342526
131,Kiroka,2,14,11.5,20.3,7,0.03236547291544545
131,Kiroka,5,17,13.25,19.6,7,0.030171855845076378
131,Kiroka,7,18,14.5,24.3,7,0.04637697615045592
131,Kiroka,1,18.5,14.25,18.9,7,0.02805520779472024
131,Kiroka,3,17,12.75,16.3,7,0.020867243803306804
131,Kiroka,4,18.5,14.25,19.7,7,0.030480517323291562
131,Kiroka,5,13,10.25,15.6,7,0.019113449704440302
132,Goaso,1,16,12,17.7,7,0.024605739061078654
132,Goaso,3,16.5,11.75,15.6,7,0.019113449704440302
132,Goaso,4,16.25,12.5,15.6,7,0.019113449704440302
132,Goaso,5,13,10,13.8,7,0.014957122623741007
132,Goaso,6,13.75,10.25,15.3,7,0.018385385606970867
132,Goaso,1,15.5,11.25,17.2,7,0.023235219265950107
132,Goaso,2,15,10.75,14,7,0.015393804002589988
132,Goaso,6,16,12.5,16.3,7,0.020867243803306804
132,Goaso,4,14,10.25,13.4,7,0.014102609421964583
132,Goaso,5,13.5,11,16,7,0.020106192982974676
132,Goaso,1,13.25,9.75,15.4,7,0.018626502843133885
132,Goaso,3,13.5,10.25,13.2,7,0.01368477759903714
132,Goaso,7,17.25,10.5,17.1,7,0.022965827695904786
132,Goaso,1,18,13.25,17.9,7,0.02516494255341764
132,Goaso,3,13.5,10.25,12.8,7,0.012867963509103792
132,Goaso,4,13,9.25,13,7,0.013273228961416878
132,Goaso,6,13.5,11,14.8,7,0.017203361371057713
132,Goaso,3,14,12,14.7,7,0.016971668912855457
132,Goaso,4,13.75,10.25,14.4,7,0.01628601631620949
132,Goaso,1,15,12,17.5,7,0.02405281875404685
132,Goaso,7,13.5,9.25,15.2,7,0.018145839167134643
133,Honduras,1,18.25,15.25,19.9,7,0.031102552668702342
133,Honduras,5,13,9.25,15.6,7,0.019113449704440302
133,Honduras,2,13.75,10.25,15.7,7,0.019359279329583704
133,Honduras,4,13,10.25,14.6,7,0.016741547250980007
133,Honduras,1,14,11.5,13.3,7,0.013892908112337465
133,Honduras,2,15.5,13.25,13.6,7,0.014526724430199206
133,Honduras,5,15.5,13,17.4,7,0.023778714795021142
133,Honduras,6,14.25,14,13.2,7,0.01368477759903714
133,Honduras,7,14,12,17.9,7,0.02516494255341764
133,Honduras,1,14.25,12.25,18.3,7,0.026302199094017143
133,Honduras,2,15,12.5,15.4,7,0.018626502843133885
133,Honduras,7,14.5,12,16,7,0.020106192982974676
133,Honduras,3,16,12.25,19.3,7,0.029255296188391556
133,Honduras,4,14,12,15.6,7,0.019113449704440302
133,Honduras,5,15.5,12.75,15.2,7,0.018145839167134643
133,Honduras,6,14,11.75,14.7,7,0.016971668912855457
133,Honduras,7,16,13.5,19.6,7,0.030171855845076378
133,Honduras,1,11.25,7.25,12.9,7,0.013069810837096936
133,Honduras,3,14,11,16.7,7,0.02190396937899143
133,Honduras,6,15.5,13.25,19,7,0.028352873698647883
133,Honduras,7,16,13.75,22,7,0.0380132711084365
134,Oume,2,18,15.25,19.9,7,0.031102552668702342
134,Oume,4,13.75,10,14,7,0.015393804002589988
134,Oume,5,14.5,11,17.9,7,0.02516494255341764
134,Oume,7,15.25,13.5,14.7,7,0.016971668912855457
134,Oume,2,15,12.25,18,7,0.025446900494077322
134,Oume,7,15,11,16.7,7,0.02190396937899143
134,Oume,2,14.25,11,16.1,7,0.02035830579342526
134,Oume,3,14.75,11.5,13.2,7,0.01368477759903714
134,Oume,5,15,12.5,15,7,0.017671458676442587
134,Oume,6,15.5,12.75,17.9,7,0.02516494255341764
134,Oume,1,14,10.75,17.5,7,0.02405281875404685
134,Oume,3,14,12.25,10.7,7,0.008992023572737385
134,Oume,6,14,10.25,15.9,7,0.01985565096885089
134,Oume,1,18.5,14.25,21.5,7,0.036305030103047045
134,Oume,3,13.25,9.75,16,7,0.020106192982974676
134,Oume,4,15,11.25,14.4,7,0.01628601631620949
134,Oume,1,15,14.25,18.7,7,0.02746458837584537
134,Oume,2,15,12.75,18.8,7,0.027759112687119412
134,Oume,3,14.75,13,19.2,7,0.028952917895483533
134,Oume,4,14,12,17.3,7,0.023506181632322234
134,Oume,7,14,12.75,16.6,7,0.021642431790580088
134,Oume,1,16,12.5,18,7,0.025446900494077322
134,Oume,2,17,13.25,19.5,7,0.029864765163187975
134,Oume,4,15,11,16,7,0.020106192982974676
134,Oume,6,15,12.5,22.8,7,0.04082813812605295
135,Brazil Clone,1,14,10.25,14.9,7,0.017436624625586747
135,Brazil Clone,2,14,11,16.2,7,0.020611989400202632
135,Brazil Clone,3,13.25,9.75,15.8,7,0.019606679751053898
135,Brazil Clone,5,15,12.5,14.7,7,0.016971668912855457
135,Brazil Clone,6,16.75,13.75,20.8,7,0.03397946614122721
135,Brazil Clone,4,16,14.25,16.3,7,0.020867243803306804
135,Brazil Clone,5,16,12.5,13.25,7,0.013788646506146453
135,Brazil Clone,3,15.5,13.25,15.1,7,0.017907863523625216
135,Brazil Clone,6,13,11,18.8,7,0.027759112687119412
135,Brazil Clone,7,14,10.75,15.5,7,0.018869190875623696
135,Brazil Clone,2,15,10.75,19.6,7,0.030171855845076378
135,Brazil Clone,4,15.5,12,18.3,7,0.026302199094017143
135,Brazil Clone,5,13.25,9.5,15,7,0.017671458676442587
135,Brazil Clone,6,13,9.75,16.4,7,0.021124069002737764
135,Brazil Clone,2,15.5,11.25,14.7,7,0.016971668912855457
135,Brazil Clone,6,14,11.25,14.7,7,0.016971668912855457
135,Brazil Clone,7,14.5,10.75,15.5,7,0.018869190875623696
135,Brazil Clone,1,14,11.5,18.8,7,0.027759112687119412
135,Brazil Clone,3,14,11,15.6,7,0.019113449704440302
135,Brazil Clone,5,15,12.5,17.4,7,0.023778714795021142
135,Brazil Clone,7,14.75,10.75,13.7,7,0.014741138128806702
135,Brazil Clone,4,16,14.25,18.9,7,0.02805520779472024
135,Brazil Clone,5,15,12.5,16.8,7,0.022167077763729583
135,Brazil Clone,7,14.75,12,17.8,7,0.024884555409084755
136,Kihuhwi,1,19.25,15.5,14.1,7,0.015614500886504666
136,Kihuhwi,2,18.75,15.75,17.7,7,0.024605739061078654
136,Kihuhwi,3,17.75,15,15.9,7,0.01985565096885089
136,Kihuhwi,5,14,11.25,14.3,7,0.016060607043314423
136,Kihuhwi,6,12.75,8,13,7,0.013273228961416878
136,Kihuhwi,4,13.75,9.75,14.7,7,0.016971668912855457
136,Kihuhwi,5,15.75,12.5,15,7,0.017671458676442587
136,Kihuhwi,1,18.75,16,17.5,7,0.02405281875404685
136,Kihuhwi,5,17.75,14,18.9,7,0.02805520779472024
136,Kihuhwi,6,14,12.5,14.8,7,0.017203361371057713
136,Kihuhwi,7,16.5,13.25,18.4,7,0.026590440219984007
136,Kihuhwi,1,14.75,11,14.3,7,0.016060607043314423
136,Kihuhwi,2,15,12.75,14.2,7,0.015836768566746144
136,Kihuhwi,5,14,12.25,15.5,7,0.018869190875623696
136,Kihuhwi,7,14.75,12.5,16.4,7,0.021124069002737764
136,Kihuhwi,2,15,12.75,15.5,7,0.018869190875623696
136,Kihuhwi,4,14.75,11.5,17.2,7,0.023235219265950107
136,Kihuhwi,5,16,13.25,18.2,7,0.02601552876437708
136,Kihuhwi,6,13,9.25,13.2,7,0.01368477759903714
136,Kihuhwi,4,16,13.75,20.4,7,0.0326851299679482
136,Kihuhwi,6,17,14.25,17.9,7,0.02516494255341764
136,Kihuhwi,7,14,12.5,17.5,7,0.02405281875404685
137,Perlis,1,16,13,14.6,7,0.016741547250980007
137,Perlis,7,15,12.25,17.5,7,0.02405281875404685
137,Perlis,1,12.5,8.25,13,7,0.013273228961416878
137,Perlis,2,19,15.75,22.8,7,0.04082813812605295
137,Perlis,5,16,12.25,18.4,7,0.026590440219984007
137,Perlis,2,16,11.5,16.3,7,0.020867243803306804
137,Perlis,4,15,11.25,14.6,7,0.016741547250980007
137,Perlis,5,18,16,13.6,7,0.014526724430199206
137,Perlis,6,18.25,14.5,16.8,7,0.022167077763729583
137,Perlis,1,14,10.25,15.2,7,0.018145839167134643
137,Perlis,3,14.5,11,11.1,7,0.00967689077121996
137,Perlis,5,13.25,10.25,10.6,7,0.008824733763933728
137,Perlis,2,14,10.25,12.2,7,0.01168986626400762
137,Perlis,5,11,8,10,7,0.007853981633974483
137,Perlis,6,13.25,10,12.7,7,0.012667686977437444
137,Perlis,4,15,12.5,15.8,7,0.019606679751053898
137,Perlis,5,16.75,14.25,19.7,7,0.030480517323291562
137,Perlis,6,16,11,19.3,7,0.029255296188391556
138,Catie,2,16.75,13,19.4,7,0.029559245277626354
138,Catie,4,18,13.75,20.5,7,0.03300635781677776
138,Catie,6,16.75,14,17.1,7,0.022965827695904786
138,Catie,7,18,14.25,19.4,7,0.029559245277626354
138,Catie,1,17.5,14,19.8,7,0.030790749597833563
138,Catie,3,17.75,15,18.6,7,0.027171634860898127
138,Catie,5,16.25,13,15.9,7,0.01985565096885089
138,Catie,7,17.5,14,22.7,7,0.04047078196170711
138,Catie,4,14,11.75,14.7,7,0.016971668912855457
138,Catie,6,16,15,16,7,0.020106192982974676
138,Catie,7,14,11.25,15.1,7,0.017907863523625216
138,Catie,2,16,14.25,14.4,7,0.01628601631620949
138,Catie,3,16.75,15,16.3,7,0.020867243803306804
138,Catie,4,16.5,16.25,15.5,7,0.018869190875623696
138,Catie,5,16.75,14,15.3,7,0.018385385606970867
138,Catie,2,14.25,12,14.4,7,0.01628601631620949
138,Catie,3,17.5,14,17,7,0.02269800692218626
138,Catie,5,16.25,14.25,13.3,7,0.013892908112337465
138,Catie,7,16,13.75,19.6,7,0.030171855845076378
138,Catie,1,14,11.5,18.5,7,0.026880252142277666
138,Catie,4,15.5,12,16.4,7,0.021124069002737764
138,Catie,5,11.75,10.5,12.2,7,0.01168986626400762
138,Catie,1,14.75,12,17.8,7,0.024884555409084755
138,Catie,5,14.5,11.75,16,7,0.020106192982974676
138,Catie,7,14,11.25,12,7,0.011309733552923255
139,Topslip,3,19.25,14.5,23.3,7,0.04263848089268407
139,Topslip,4,18.25,16,19.9,7,0.031102552668702342
139,Topslip,5,16.25,14.5,17.5,7,0.02405281875404685
139,Topslip,7,19,16.25,23.9,7,0.04486272849142564
139,Topslip,1,15,12.5,21.5,7,0.036305030103047045
139,Topslip,5,18.5,14,17.5,7,0.02405281875404685
